text,label,cardinalidad_vocabulario,Longitud del Comentario,Recuento de Palabras
binario viene por ej del modelo binario numerico donde los numeros se representan por zero y one esto tiene una equivalencia en que todo pero todo se podria llevar a codigo binario y es un largo etc pero los progres lo usan para evitar el concepto de ser hombre o mujer zero o one,0,43,280,54
ol dime una parte en que haya dicho que la creo incapaz por ser mujer,0,14,69,15
ol por la chucha sabes leer nadie le critica nada por ser mujer se le critica porque ha dado la cacha todo el tiempo,0,20,116,24
pero son criticas politicas o por el hecho de ser mujer o ya no importa,0,14,71,15
ni sumisa ni obediente siempre fuerte y valiente fuego y aire a la vez independiente sencilla libre y diferente jamas pasiva ni oprimida mujer con alegria duena de mi misma y mujeres como yo estamos destinadas a ser admiradas de lejos y pocas veces amadas por completo,0,39,268,47
la dinamica es citar este tuit con una foto con gafas la idea es chupar poto todo el dia,0,16,88,19
three hundred and sixty llevenle los three mil huevos al piloto estupido para que los empolle a poto pelado,0,17,107,19
"dijo ""a diferencia de otra cosa que esta ocurriendo aqui en santiago""... si no quiso mojarse el poto siendo especifico no salga ahora con que lo mal interpretaron hagase cargo",0,31,175,30
como nos esta cagando el gobierno para que no triunfe el pueblo esta vez o eso se sabe mas tarde digo tipo five cuando se empiezan a poner nerviosos y antes de que se den la media voltereta asi a poto pelao cuando cachan que les fue bien,0,40,237,48
a lo mandan a comer mariscos ricos y a ti saludos,0,9,49,11
"pregunta ?como reaccionar al maltrato de un menor en la calle yo la verdad ya no lo se el otro dia en el est del super una chica le pegaba en el poto a una nina de dos anos xq lloraba no era ""fuerte"" pero vengo de la tolerancia cero del castigo fisico q hacer",0,47,259,55
ro te ha pasado ro que cuando asustas a uno de tus gatos les salta el poto y las patas de atras primero,0,21,103,23
la clase politica menea el poto y aqui no ha pasado nada hipocritas,1,13,67,13
bs martina wn como les van a gustar las patas mejor el poto dea,0,14,63,14
d fl bs martina es mejor el poto,0,8,32,8
cachay que tenemos gente en el que va a puro abstenerse al votar mojate el poto chuchetumare y haz tu pega,0,19,106,21
tengo que descasetear algo ahora y le estoy sacando el poto a la jeringa,0,14,72,14
tu poto sera horrible,0,4,21,4
dia de la madre y las puras votaciones no tienen nada que ver para de lamerle el poto a los politicos plz se objetivo wn,0,24,120,25
eso se llama pasarse por el poto perdon el frances el plebiscito de octubre de two thousand and twenty,0,16,102,19
svrs no se no me gustan los colores asi en ness,0,10,47,11
tiro el poto a las moras no tiene idea la olivilla,0,11,50,11
si no tiene olor a poto se usa,0,8,30,8
pero con tunick andaban todos a poto pelao pais buena onda,0,11,58,11
andre jajajaja a tijeterear poto con poto,0,6,41,7
es chistoza por las zanahorias que se mete en el poto o por que se graba vomitando,0,14,82,17
voy de poto,0,3,11,3
no entiendo nada ?hace two semanas avisaste que habria cuarentena o en dos semanas mas ya en cuarentena pasara algo que me ire de poto por favor spanish please,0,26,159,29
poniendo el poto al sol por lorde,0,7,33,7
cota teniendo su origen en la calle me basta para encontrar barsa decir que es un poder constituyente delegado por el congreso porque el congreso estaba con el poto a dos manos en ese momento fue una concesion al movimiento social no algo que nacio de ellos,0,42,257,47
he enviado three pedidos one llego los otros two los ingresaron como el poto y estan por ahi en algun lado son una basura,0,23,121,24
marinovic ol podrian compartir el marshmallow que se saco del poto y despues se comio debe tener sabor a jadue,0,19,110,20
las declaraciones de diaz me recuerdan cuando un diputado hoy convencional constituyente electo le dijo que estaba en el congreso solo porque le habia prestado el poto al guaton correa,0,28,184,30
no confundir perez cotapos con paresco poto,0,7,43,7
quien me pasa una bandera del mov1lh me quiero limpiar el poto,0,11,62,12
manana tengo una reunion de pega por zoom y eso significa que toca maquillarse porque ya no me puedo esta cara de poto y es la oportunidad que tengo para pegarme el show,0,29,169,33
esta con el poto a dos manos vamos ol,0,9,37,9
el poto hablando de olor,0,5,24,5
kotaa la poto negro,0,4,19,4
no quiero que me toque con esos pelos de poto de cebolla uwu,0,12,60,13
"w1tch los hijos e hijas de la dictadura en plena manifestacion uno toma decisiones de acuerdo a lo que investiga no porque le digan que tiene que hacerlo al menos yo se que poto chupo la expresion ""me vacunaron"" siempre ha estado asociada al ""me cagaron"" simple deduccion",0,43,271,48
son como el poto,0,4,16,4
xupame to el caeza d poto,0,6,25,6
la peque a patadas en el poto se va a ir a vacunar,0,11,50,13
yo creo q depende del perro mi perra esta limpia y desparasitada pero la hueona se arranca y come caca de gato...y se languetea el poto... prefiero tenerla abrigada pero no en mi cama,0,31,183,34
svrs no creo q sea top three creo que en su peak si estos mu de mierda no existiesen lo seria,0,19,93,21
chilin cjo pero si los picaos a zorrones de coronel pasaos a poto y harina de pescao,0,15,84,17
esta mas helao que poto de pinguino hermano mas frio que el corazon de tu ex,0,13,76,16
y hediondo a poto,0,4,17,4
con estos pantalones se me ve tremendo poto y lo mejor es que primera vez que no me acompleje tratando de taparlo como casi toda mi vida,0,25,136,27
wish aunq le mires el poto mejor ni digas jjaj,0,10,46,10
yo siempre y eso que ni poto tengo jajajaja,0,9,43,9
los q no tenemos poto no podemos opinar ajja,0,8,44,9
que una trabajadora sexual le chupo el poto a lucho jara,0,11,56,11
las guaguas usan panales porque sino te juro que no tendrian poto,0,12,65,12
"mira la respuesta weona de un diputado ""nope"" apoyas si o no el retiro mojate el poto larry quieren nuestras lucas para ustedes por eso no quieren apoyar el retiro del one hundred esta quedando claro que solo van x el botin o sea robo nacionalizacion expropiacion",1,42,263,47
pero eso paso hace thirty anos jorge luego de acomodarse con el modelo neoliberal no trepidaron en nada para traicionar y estafar la confianza del pueblo que por desgracia les creyo una y otra vez ahora esas hazanas no valen porque gobernaron como calzon y poto con pinochetistas,0,44,279,48
huacha picoteo pololear hacer pichi te le aconcharon los meaos tirar el poto pa las moras apechugar salta pal lao aonde la viste,0,23,128,23
r pero amiguita comprense unos guateros de bolsillos que venden en casa idea los metes al microondas y luego a los bolsillos ahh y uno en cada bolsillo del poto porque no se porque extrana razon se les enfria el potito,0,35,218,41
que bicho le pico a este ser ahora esto democratizar el poto que afecta a una minoria desea distraernos de lo mas importante,0,21,124,23
aaaay por lo mismo benditaaas mascarillaaaaaaaaas asi no se nota tanto la cara de poto,0,15,86,15
la derecha con el poto a dos manos otra vez,0,10,43,10
el senor alto maipo el senor dc el senor control de identidad preventivo esta con el poto a dos manos orrego es exactamente lo que ha rechazado en tres elecciones consecutivas de forma mayoritaria la ciudadania y en una semana sera la cuarta,0,35,241,43
natalia jajajaja pero como que las lanza para el poto y piummm,0,12,62,12
que hay un video de nelson mauri con su talento de servirse un trago con el vaso entre los cachetes del poto jajajja,0,20,116,23
don uli se fue de lava de poto,0,7,30,8
mucha batucada igual votai dc facho qliao,1,7,41,7
pinera qliao asqueroso y maldito mal parido,0,7,43,7
atria pelao qliao ladron,0,4,24,4
ya poh reloj qliao avanza rapido me quiero ir pa la casa,0,12,56,12
lo unico malo de la final ganada a la uc fue como grito los goles el amargo qliao del palma,0,19,91,20
diganle q todo lo hacen perfecto eso le gusta al enano qliao,0,12,60,12
oye por la cresta que eres penca enano qliao el personal de la salud se saca la cresta y vo los meas con el pichi mas hediondo,0,23,126,27
wolf zero yo lo quiero aplaudir en la cara al nefasto qliao,0,12,59,12
la gente que mainea sol en strive y llegan de una a vip y piensan puta que soy bueno en strive cuando alfin nerfeen esa cagada de f s vira malo qliao pq es el inicio y fin de tu carrera en este juego,0,36,199,44
este weon se indigna por todo menos cuando en el sur queman todo y matan civiles y carabineros es un pelao qliao de carton,0,22,122,24
acabo de ver al csm de anibal mossa muy sentado en el liguria te odio feo qliao eso,0,17,83,18
wolf zero prriste al mall para comprar dissnidaa orco ya qliao perkin,0,12,69,12
wn y hay wnes que van a votar por este qliao asi como pinera si gana este wn de verdad nos merecemos todo lo malo que nos esta pasando como pais a y por culpa de los wnes de carton que alegan por rrss y no van a votar chupenla,0,33,226,50
cl al mono qliao de gamba esta con la pera no mas dc,0,13,52,13
me cae tan mal este viejo qliao al extremo q no compro los yogurt q promociona jajajajaja viejo weon antipatico,0,18,111,20
jahajahaha paco qliao nisiquiera sabe hablar bien que verguenza lo unico que les importa es salvar la plata a estos ladrones de mierda,0,22,134,23
this me acaba de pasar con este pana que chucha wn empezare a preguntar mas seguido si hablan espanol xdd no es la primera vez que me pasa traductor qliao que use en vano,0,31,170,34
americo qliao quien te viera y quien te ve hace mierda a los participantes y el wn es mas penca que la mierda agrandado qliao,0,20,125,25
el servicio de se corto a las twenty-one hrs y me dicen que la hora de solucion es a las two de la madrugada que servicio qliao mas mierda wn,0,23,141,30
talma usted no juega ni con caca escuche a jugadores profesionales que no sean de la tv felicevich y quedara clarito el weon es mas malo que la chucha y esto es una seleccion y no un equipo qliao,0,32,195,39
oye q csm mas cargante moralista al peo los q entran a la cancha tienen q hacerce cargo guarello qliao siempre con sus weas,0,22,123,24
sale qliao no la chupo a hombres maripenal seleccionado de basket,0,11,65,11
sacate la camiseta tonto qliao de seguro el enano qliao de meneses fue gran aporte arriba tambien,0,15,97,17
saquenme de este pais qliao x favor ya ni el futbol me da alegrias,0,14,66,14
arquero qliao weno lom,0,4,22,4
cuanto qliao alegando por vargas y maripan esta wea es futbol la pelota no quizo entrar y el futbol da revanchas maripan no importa a darle pa delante no mas,0,25,157,30
lpm wn partido qliao,0,4,20,4
ctm pelao qliao como podi cagarnos de esa manera no hera mano ctm,0,12,65,13
maripan esta jugando por el cupo de pueblos originarios ah no existe eso en la seleccion entonces saquen a ese pelmazo qliao,0,22,124,22
maripan sapo ctm como ctm abre los brazos en el area el retrasado sapo qliao,0,12,76,15
chile qliao se perdieron miles de goles sacaremos un empate todo cagon,0,12,70,12
si lampe atajara como lo hace con chile el qliao ya estaria en barcelona xd,0,15,75,15
maripan qliao me da miedo,0,5,25,5
por que veo tuits de ese qliao en mi tl,0,10,39,10
medel qliao todas las faltas todas lo va a encarar ajjahajahaj no le perdona nada,0,14,81,15
oye picante qliao pon en tabla el retiro del one hundred la plata noe s tuya ctm,0,17,80,17
titular qliao malo,0,3,18,3
vale callampa este junio qliao,0,5,30,5
jajaja pinto qliao jajajaj,0,4,26,4
y como voh guaton qliao opinas de miles de weas con la raja aplastada ahi,0,14,73,15
yapo ahi tiene su emocion el wacho qliao,0,8,40,8
ohhh viejo qliao se paso,0,5,24,5
buen lunes virgencita y excelente semana tambien pd pinera qliao,0,10,64,10
si no le pega el ganador a ese qliao del paul me retirare indignada,0,14,67,14
gio arriagada qliao cuna,0,4,24,4
voto por morales el ciego qliao poco serio el wn,0,9,48,10
munder qliao es desesperante wn mas encima comentarios super imparciales de palma y borghi,0,14,90,14
jalajaka ctm el anti gol de morales ctm malo qliao wn como xuxa es titular este kl xd,0,17,85,18
me carga ese gueon del sebastian sichel oportunista qliao,0,9,57,9
ese wn de andres siempre habla weas las conclusiones que llega el tonto qliao,0,14,77,14
que se vaya junto con dudamel malo qliao,0,8,40,8
puta el qliao recalcitrante el srto boric,0,6,41,7
weon care raja y hay un kilo de weones iguales o peores que rabia todos esos qliaos,0,17,83,17
cl y uds creen que van a comenzar a pagar el twenty-nine del presente mes si aun ni pagan las postulaciones de mayo y la fecha que estamos con cuea pagaran en la quincena y eso van a colapsar el sistema al igual que las afps con las pensiones pffff sistemas qliaos callampas,0,41,274,53
pacos qliaos,0,2,12,2
dale miri hace cagar a esas flacas qliaos,0,8,41,8
vayan al vacunarse giles qliaos,0,5,31,5
oigan giles qliaos hasta que hora nos van a tener sin servicio peguense la cacha poh,0,16,84,16
socialistas qliaos,0,2,18,2
eighty-five a chile le pena un weon talentoso en el medio eso de tener a los de arriba empezando las jugadas y luego picando a terminarlas no nos llevara a nada bueno nos hace super predecibles si ayer jugamos contra unos malos qliaos y no se pudo ganar,0,41,253,48
bo hdp empataron con un robo y con ma ayuda del arbitro malos qliaos igual no tienen mar los pobres qliaos,0,19,106,21
te vi abandonar jureles qliaos,0,5,30,5
que facil salen las amarillas en contra de colo colo por la cresta sinverguenzas qliaos,0,14,87,15
frana es a la tontorrona de la gabriela que no le da para pensar es el tipico flojo que cree instalar su inteligencia en la inquisicion de la pregunta como es flojo no busca ni respuestas terraplanistas qliaos,0,29,209,38
jajakas ni siquiera duraron thirty min chinos qliaos,0,8,52,8
vendidos qliaos,0,2,15,2
qliaos malos,0,2,12,2
te creo la vez pasada las calles tambien estaban llenas y el colegio donde voto el pedro de valdivia vacio nunca habia ido tan tarde asi que veamos que tal anda hoy,0,30,164,32
si caminas por calles de santiago no te sera dificil notar la presencia de un fenomeno arquitectonico que busca construir espacios a prueba de personas en situacion de calle aislandolas y condenandolas a la marginacion total ?que te parece,0,33,239,39
camposv andrea te contamos que se trata de un corte programado para el sector de villa alemana el cual se llevara a cabo entre las fifteen zero y twenty-three zero horas puedes verificar las calles afectadas en,0,32,210,37
que asco peru me toco ir de intercambio en el ano 95' aun recuerdo ese olor a excremento que se olia en las calles principales de lima y tambien esa gente que te mira feo cuando dices que eres chileno la comida es lo unico bueno pero su gente es basura,1,45,252,51
hay que tener personalidad ahi te veo vendiendo la revolucion la vida y los ojos de la gente que luchaba en las calles progres de derecha,0,22,137,26
varias razones calles con hoyos o calles de tierra como por donde yo vivo familion mi caso destreza nula que te hace cunetearte pero no tan grande pero si buenas ruedas,0,29,168,31
no hay universidades rascas hay profes rascas en todas las universidades asi como hay buenos profes tambien en todas,0,12,116,19
el problema es que por la calidad de su trabajo no merecen la remuneracion que ellos mismos se autoasignaron tropa de pencas flojos rascas y sinverguenzas,1,23,154,26
no entendiste nadie esta pauteando nada se les esta pidiendo a la gente que respete lo establecido no seamos tan rascas,0,19,119,21
los unicos cumas chulos roteques y pelusones eran los de la dictadura del seventy-three no sabian ni hablar bien de los rascas que eran igual que los pelientos de sus seguidores,0,24,177,31
a mi me sorprende como una izquierda infantilizada se victimiza cierta gente se suma viendo faltas donde no la hay pudores donde no los hay y mmoralinas rascas no me molesta q oliva se victimice solo demuestra q sera desastre pestilente,1,33,236,41
logo a la rechucha en la rm,0,6,27,7
nooo senor entendimos clarito estos estan acostumbrados a decir lo que se les ocurre y despues que los mal entendieron que los sacaron de contexto vayanse a las rechucha piensen antes de hablar minimo se le pide a una autoridad hay que cuidar las formas viejo de mierda,0,38,269,48
manden calor por la rechucha,0,5,28,5
tan weona pauli por la rechucha,0,6,31,6
hagan caso por la rechucha,0,5,26,5
?y este saco de weas se le hace presidenciable a mi familia ?y esperan luego que yo no vote por el extremo opuesto vayanse a las rechucha pero con respeto,0,29,154,30
puta que ando yuyin por la rechucha,0,7,35,7
y el hospital de campana de zuniga vayanse a la rechucha,0,10,56,11
wena bianchi por la rechucha,0,5,28,5
mira donde anda vargas por la rechucha wn,0,8,41,8
vargas nunca esta donde debe estar por la rechucha,0,9,50,9
que desagradable es claudio palma por la rechucha,0,8,49,8
pero que rechucha estos weones estan cagaos,0,7,43,7
csm wn pero por la rechucha por salud mental aparte de la mascarilla deberian darnos algodones para los oidos pa no escuchar mas tanta wea junta el quinto chakra poh ? para la wea,0,29,179,34
como nos cagan la reconchadetumadre,0,5,35,5
aaaay pero por la permiso reconchadetumadre oye ya po es que sabi que me da mucha rabia esto como dice raya en lo criminal y sabi tengo todos los chakras bloqueados desordenados y desalineados pero uso mascarilla por respeto y comunidad,0,35,236,41
los refugiados palestinos existen despues de sixty anos solo porque los paises arabes vecinos nunca quisieron absorverlos y hacerlos ciudadanos todo para culpar a israel de su situacion los refugiados palestinos son los unicos en el mundo que heredan su condicion a sus hijos,0,36,275,44
levantate hermanx con todos los cuidados necesarios mascarillas alcohol gel y tu lapiz te invito a votar en conciencia por la persona mas sensata de tu cedula si de verdad amas a chile y te importa tu ciudad hay muchxs que nos quieren refugiados en casa tu voto cuenta,0,41,268,49
renov sabia que eran weones pero no retrasados,0,8,46,8
por que le dicen rezagados y no retrasados,0,8,42,8
y tienen que salir a apoyar para que los retrasados se vacunen,0,11,62,12
lii cuando sapie al curso porque los wnes le pusieron un alfiler en la silla a la profe despues me querian sacar la chucha entre todos xd,0,25,137,27
lo que esta sosteniendo es el templo a la cima del monte donde xie lian iba a cultivar y donde supuestamente estaba su templo mas grande y yo le quiero sacar la chucha hua cheng por que chucha eres asi,0,33,201,40
me acabo de sacar la chucha z,0,7,29,7
santiaguinos monton de saco de weas ingresen a la universidad de inmediato,0,10,74,12
por chistocito el saco de weas,0,6,30,6
saco de weas,0,3,12,3
cl q se puede esperar de este saco weas...,0,10,42,9
si este saco weas no le parece que los constituyentes hagan la constitucion como les plazca puede votar rechazo en el plebiscito de salida junto con todos sus partidarios que no son muchos sosi como el twenty,0,33,208,37
jajajaja tonto saco de weas,0,5,27,5
wn mentirosoescuche todo lo que dijo el otro bastardo si hablan de ti mal y si tu escuchas no te quedarias tan callado wn asi que no vengas con weas de que no que no tu amigo es el tipico machito saco weas y si lo defiendes me imagino elaskodepersona queerestuigualdefendiendolo,0,36,278,51
saco de weas,0,3,12,3
igual lo primordial es la responsabilidad individual eres un verdadero saco de weas,0,13,83,13
por el solo hecho de ser joven tiene que ir a la seleccion saco de weas en la seleccion van los mejores no experimentos,0,21,119,24
que saco weas pa grande alberto f en todo caso denota el racismo europeismo arraigado de los 4rgentin0s adornaron sus calles al estilo parisino y se se creen italianos o al menos buenos aires,0,32,191,34
ka bassa jahajjajahajhahahha lo avalo jajajjajajajjaja el wn basico por que me rio de lo saco weas que eres soy pinochetista jajjajajja te apuesto que votas oir karina oliva esta de acuerdo a tu capacidad cognitiva sigue marchando pobre wn,0,35,239,40
no te aburres de ser tan saco de weas,0,8,37,9
saco de weas,0,3,12,3
jamas seras electo saco de weas,0,6,31,6
orrego es como la ex pareja toxica hizo todas las weas mal se aprovecho d ti te saco la xuxa recuerden las veces q este weon mando a los pacos a reprimir protestas cuando era intendente ahora viene y t promete q ha cambiado y q sera mejor respuesta de uno andate a la ctm,0,47,271,55
paulina tw no seas weon expropiar las platas de las afp es robar o crees que te las daran con interes saco de weas,0,21,114,24
el saco de weas que tenemos de constituyente ruggero cozzi un imbecil todo mi apoyo a alondra carrillo muchos pensamos como tu,0,21,126,22
la derecha y la concerta se unen para hacer una campana del terror de nuevo contra ol y no faltan los saco weas que caen en el juego chile porque eres asi,0,30,154,32
vamos votemos nulo para q salga este saco de weas gente qlia enfermita,0,13,70,13
chile proteger que lo q juraron de defender del enemigo externo como interno no lo he visto nunca invasion pasiva d two millones de weones sin pedirlos y tamo llenos d terroristas y comunistas csm los que mencionas bien gracias tranki sin mover un dedito soldados d papel,0,41,271,48
una mierda de verdad distinguidos supremos esos mismo son los imbeciles que se estan infectando poblaciones con culturas delictuales sicarios y otros es lo mas facil tener un hijo para quedarse pregunten por ese padre en five anos mas tendra demanda pens alimentos,0,42,264,43
sr soy fer wolf zero bueno y que me dices de lagente que lleno el mall acaso alguien los obligo a ir a llenar el mall comentarios cagones de gente cagona que no ve que los mismos imbeciles son los que nos matan dia a dia,0,34,220,46
osea obvio que no toda la izquierda son imbeciles pero esto otra vez comprueba que si son imbeciles populistas na'amas,1,17,118,20
montoya de hecho son bien imbeciles odian el redoblaje de one piece porque lo dirigio castaneda y alaban el primer doblaje que es bueno pero no merece el nombre de one piece pese a la censura que tiene y para variar se quejan de las distribuidoras gringas que censuran,0,39,268,49
hippies de mierda que infumables e imbeciles que son no mas porfa,1,11,65,12
quienes son los culpables q sigamos encerrados pase de movilidad y encierro a los imbeciles,0,14,91,15
ol yo no me callo ante nadie y menos ante derechistas inferiores intelectualmente y que esta probado que son unos incapaces e ineficientes gobernando chile,0,22,155,25
es al final pos weones tontos como tan weones por la chuchaaaaa,0,11,63,12
video jaime bellolio hizo el ridiculo en tolerancia zero y quedo como uno de los weones mas tontos de la politica nacional a traves de cl,0,24,137,26
weones tibios con razon despues los otros paises no ganan de puro choros si hay periodistas que buscan jugadores que sea amigables y que se den besitos y carino weones tontos y encima no hizo nada ksbsksjdkw,0,31,207,37
jajjaajja weon no hay caso hay weones tontos y tu o sea prefieres que el estado gaste plata en un reo extranjero saturando aun mas las carceles en vez de expulsarlo idiota y los mas probable es que seas abogado weon,0,35,215,41
pinera vale callampa pero este grupo de iluminados idealistas y anejos son la peor lacra que pudo entrar a la politica pura caca junto a la lista del pueulo,0,26,156,29
no vale ni media callampa,0,5,25,5
lo unico que importa en este momento es la salud de eriksen todo lo demas vale callampa,0,16,87,17
colina lo que vale callampa es la palabra de un comunista,1,11,57,11
justicia chilena vale callampa,0,4,30,4
y si se que es caro y que la salud mental en chile vale callampa etc etc pero tenis que hacerlo no se auto diagnostiquen no lean weas en internet,0,23,145,30
eterno depende quien de izquierda salga si sale narvaez es una cosa si sale provoste tb si sale lavin tb es complicado si sale desbordes uff mas complicado todavia y si sale sichel ya seria catastrofico en definitiva estamos c g dos todos son izquierdistas y valen callampa,0,36,273,48
que servicio mas penca tiene estoy sin servicio desde ayer y no me dan respuesta valen callampa espero que nadie mas contrate esta porqueria son lo peor,0,24,152,27
chile valen callampa,0,3,20,3
tipico veneco que llega a chile son una carcasa intentan mostrar una buena imagen pero por dentro valen callampa,1,18,112,19
creo que si orrego gana va a ser por poco margen oliva puede ganar con mas del sixty lo dejo escrito porque las predicciones valen ya callampa y nadie se hace cargo de nada no voy a ser menos,0,37,191,39
entre los brasilenos que te hablan en portugues pensando que les entiendes y los venezolanos que manejan como el orto que se jodan las dos selecciones,1,22,150,26
la vinotinto es la viva expresion de los venezolanos hoy dandolo todo siempre en desventaja es que mas podemos hacer es lo que nos toco vivir,0,22,141,26
hay que decir las cosas claras los venezolanos son malisimos mas si tienen eight bajas,0,15,86,15
me parece que esta a media maquina brasil con freno de mano los venezolanos todos en el arco,0,18,92,18
toda la razon la estrategia que algunos vociferan de que la ayuda sera del exterior es solo manipulacion desde otros paises jamas nos ayudaran a salir del narco chavismo asi que gane quien gane solo los venezolanos deben embraguetarse y salir del chavismo,0,33,255,43
mister chip 1ro te admiro una biblia del deporte quisiera preguntarte si haz conocido o visto tantos comentarios negativos de periodistas venezolanos hacia la vinotinto ya es morboso lo que dicen y hablan mal q mal ejemplo los periodistas de venezuela,0,38,251,41
lo repito si dios existe... odia a los venezolanos,0,10,50,9
marinovic es triste pensar que un pais como chile puede desaparecer del mapa y que eso no signifique absolutamente para el resto del mundo que girara igual de bien aparte de los venezolanos ?quien extrana la venezuela de antano insignificante,0,36,242,40
increible como entrevistan personas en todos los canales y son puros venezolanos,0,12,80,12
venezolanos viviendo como si no pasara nada siguen con sus fiestas y bulla todo el dia maldita plaga en curico,0,20,110,20
que risa esos venezolanos que quieren joder a otros venezolanos,0,8,63,10
le duela a quien le duela pero el gran problema es que muchos venezolanos esten en el pais que esten creen estar por encima de los demas y miradores en menos y lo digo porque lo he visto donde sea siempre se hacen las victimas son buenos para hablar mal del pais donde viven,1,44,274,54
los ciudadanos del votando en todas las embajadas del mundo como corresponde cuando recuperaremos ese derecho los venezolanos,0,16,125,18
lilibet se llama la hija de megan y harry asi como una mezcla entre lilian y elizabeth alla tambien llegaron los venezolanos,0,21,124,22
el gobierno vuelve a expulsar a emigrantes venezolanos as son unos miserables,0,11,77,12
saludos a todos los hinchas de clubes chilenos que dejaron de tener dt venezolanos,0,13,82,14
los que roban grotesca mente estan en el alto mando de las ffaa y carabineros y tb en la cpc ademas pinera incentivo a los venezolanos haganse cargo,0,25,148,28
curioso ver que el mismo gobierno que los invito a venir a chile hoy los expulsa seria bueno que los venezolanos residentes lo consideren y dejen de defender a un gobierno como este son sus compatriotas los que estan siendo expulsados,0,32,234,41
porque csm los venezolanos y los dominicanos hablan tan fuertes wn,0,10,66,11
esto quiere este pobre weon hacer desaparecer a carabineros cada vez veo mas serca una guerra civil,0,17,99,17
nacor mente no nosellama oye tonto soberanamente pa weon controla tu tulachi mejor y aprende a respetar!! el q este en traje de bano no te da facultad alguna de decirle ni una wea q onda estos patriotas uno violador y femicida otro papito corazon y varios machistas e instintos desbocados finisimo,0,48,297,52
jajajaja este weon si que es tonto jajajaja la gente no lo queria por asesino y por haber transado con los colegios las detenciones de estudiantes y que les dispararan a ninos dentro de colegios aun no se da cuenta de la caga que se mando weon tonto,0,35,249,48
weon tonto es el centro wisenthal da lo mismo lo que sea el flaite mentiroso ese es antisemita igual,0,16,100,19
supongo que vas a chupetear el sticker weon tonto mentiroso ladron y nefasto,0,13,76,13
es tonto ese weon,0,4,17,4
que weon mas tonto,0,4,18,4
weon tonto estupido bajo tu logica no deberia pagar luz agua gas hazte ver loco,0,15,79,15
weon con tonto siempre,0,4,22,4
debiste pensarlo antes de boxearte a tu senora tonto weon,0,10,57,10
se llenan el hocico con la palabra elite como si estos zurdos de mierda fueran todos unos parias de la sociedad siguen pegados con ese discurso hediondo y anejo de la lucha de clases anda al mall tonto weon y veras al pueulo,1,35,224,43
weon la dra cordero saco mas de five mil votos pero debio ceder su cupo al hijo de ossandon que saco poco mas de mil votos por el tema de paridad de genero siempre se puede ser mas tonto,0,30,186,39
weones flojos por la csmvotaciones2021,0,5,38,5
ojo orrego es de derecha dejen de ser weones y voten,0,10,52,11
lcbl cacha eso deben haber amanecido con la cana esos weones,0,11,60,11
si no se ponen las pilas estos weones le estamos dando en bandeja la banda presidencial al culiao ese,0,19,101,19
es sin llorar despues por levantar weones amarillos sencillamente les gusta el pico en el ojo y el resto son todos unos pajeros csm que no van a votar el eighteen oct de a poco se va a la misma mierda,0,36,200,41
weones santiago no es chile,0,5,27,5
yo no celebro ningun politico hdp ladron con eso dicho hay un limite a la indecencia y tb me da risa ver perder weones,0,24,118,24
no gano orrego perdio oliva solita hizo una pesima campana para la 2da vuelta llena de errores weones con esto queda claro que el proximo presidente de chile no sera jadue sera provoste,0,30,185,33
a pesar de todo debemos seguir votando comparto la rabia por los weones que no fueron a votar comodos qliaos,0,19,108,20
la oliva se suicido mediaticamente con sus ultimas declaraciones mucha gente se ve mas inteligente cuando guarda silencio bien orrego necesitamos weones centrados amarillos no fanaticos ni de derecha ni de izquierda,0,29,215,32
gano orrego porque los weones prefieren hacer la fila para entrar a un mall que ir a votar,0,17,90,18
para los weones que creen que el rechazo es malo no pedejos weones el rechazo defiende el pais de los narcos del comunismo y la naya facil y de los aweonados que no saben votar,0,24,176,35
yo quiero brochetas te saldra caro son de carton los weones les gano la flojera por eso tienen razon en tratarlos de flojos,0,22,123,23
y todavia ustedes se compran el cuento de la caperusa roja y el lobo sigan vacunandose los weones sin saber que les meten,0,21,121,23
mejor definicion o mejor definicion de esos weones vacas sagradas,0,8,65,10
supongo q los weones de derecha ya estan haciendo las maletas,0,11,61,11
weones pa grandes,0,3,17,3
y el distanciamiento social par de weones de,0,7,44,8
estos weones respaldan hasta a los saca ojos,0,8,44,8
jajaja si fueron ustedes que prometieron irse del pais si ganaba el y siguen aqui weones pateticos humillados jajajja saludos ctm,0,20,129,21
ohhhhh que irresponsables estos weones siempre me cayeron mal estos invisibles ahora con mayor razon no como estos idiotas,0,17,122,19
ya dan pena estos weones que mierda tiene que ver venezuela en todo esto,0,13,72,14
esto es basta de que ay es que karina no me convence ay es que no tiene jerarquia para ser gobernadora entonces quedense sentados viendo como los de siempre nos gobiernan weones,0,25,177,32
hay weones y este,0,4,17,4
sr weones llorones que hagan bien la pega nomas,0,9,47,9
se paren todos esos weones parece que no fueron construidos con amor,0,12,68,12
me dejaron de seguir en masa los weones de herbalife en instagram si un oncologo dice que sus productos son malos yo le creo el medico lleva anos de estudio y se dedica a curar el cancer no es un emprendedor de la salud,0,38,219,44
en realidad no se si ir orrego de los mismos weones de siempre pencas y oliva que sale hablando a veces sartas de estupideces,0,22,125,24
para ver algo que muy pocos santiaguinos ven son muy mentirosos los weones,0,12,74,13
al parecer dijo la verdad hagan la pega aqui en stgo mejor menos paros y mas accion weones vagos de la salud,0,20,108,22
puso su propia universidad de los weones con juegos de azar y lineas de coca,0,13,76,15
